LocomotionID,PrimateID,LMTypeCd,Checked,PctOfTime,CitationID,Comment,OrigIDPhysical,AuthorAddStamp,AuthorEditStamp,AuthorReviewStamp,AuthorIsDupeStamp,AdminReviewStamp
2226,830,LEAP,-1,,15720,,4799,,,6/15/2009,,
2227,830,QUAD,-1,,15720,,4799,,,6/15/2009,,
2228,831,CLIM,-1,19.4,15755,,446,,,6/4/2009,,
2229,831,LEAP,-1,10.4,15755,,446,,,6/4/2009,,
2230,831,QUAD,-1,70.1,15755,,446,,,6/4/2009,,
2231,831,SUSP,-1,0.1,15779,,446,,,6/4/2009,,
2232,831,CLIM,0,19.4,15779,,447,,,6/4/2009,,
2233,831,LEAP,0,10.4,15779,,447,,,6/4/2009,,
2234,831,QUAD,0,70.1,15779,,447,,,6/4/2009,,
2235,831,SUSP,0,0.1,15779,,447,,,6/4/2009,,
2236,832,BRAC,0,,,never,5619,,,5/27/2009,,
2237,832,CLIM,-1,,15812,often,5619,,,5/27/2009,,
2238,832,LEAP,-1,,15812,occasional,5619,,,5/27/2009,,
2239,832,QUAD,-1,,15812,main pattern,5619,,,5/27/2009,,
2240,832,SUSP,-1,,15812,rarely,5619,,,5/27/2009,,
2241,832,VERT,0,,,never,5619,,,5/27/2009,,
2242,833,BIPE,-1,,15861,,4145,,,5/20/2009,,
2243,833,CLIM,-1,,15861,,4145,,,5/20/2009,,
2244,833,LEAP,-1,,15861,,4145,,,5/20/2009,,
2245,833,QUAD,-1,,15861,,4145,,,5/20/2009,,
2246,834,BIPE,-1,,15930,,1371,,,5/6/2009,,
2247,834,CLIM,-1,,15930,,1371,,,5/6/2009,,
2248,834,QUAD,-1,,15929,,1371,,,5/6/2009,,
2249,835,CLIM,-1,,15947,,4351,,,6/8/2009,,
2250,835,LEAP,-1,,15947,,4351,,,6/8/2009,,
2251,835,QUAD,-1,,15947,,4351,,,6/8/2009,,
2252,835,CLIM,-1,,15954,,4352,,,6/8/2009,,
2253,835,LEAP,-1,,15954,,4352,,,6/8/2009,,
2254,835,QUAD,-1,,15954,,4352,,,6/8/2009,,
2255,835,QUAD,-1,,15952,,4353,,,6/8/2009,,
2256,836,BIPE,0,1,15971,Less than 1% (usually when carrying food in hands),5547,,,,,
2257,836,CLIM,0,16,15971,16%,5547,,,,,
2258,836,LEAP,0,7,15971,7%,5547,,,,,
2259,836,QUAD,0,75,15971,75% (both on the ground and horizontal branches),5547,,,,,
2260,836,CLIM,0,16,15980,16%,5548,,,,,
2261,836,QUAD,0,75,15980,75% (both on the ground and horizontal branches),5548,,,,,
2262,836,CLIM,-1,,16012,,5554,,,,,
2263,836,QUAD,-1,,16012,,5554,,,,,
2264,837,QUAD,-1,,16038,,1099,,,,,
2265,838,CLIM,-1,9.2,16084,,1226,,,,,
2266,838,LEAP,-1,40.2,16084,,1226,,,,,
2267,838,QUAD,-1,50.6,16084,,1226,,,,,
2268,838,CLIM,-1,9.2,16079,,1230,,,,,
2269,838,LEAP,-1,40.2,16079,,1230,,,,,
2270,838,QUAD,-1,50.6,16079,,1230,,,,,
2271,839,CLIM,-1,35,16103,Kibale,1627,,5/12/2009,5/11/2009,,
2272,839,LEAP,-1,11,16103,Kibale,1627,,5/12/2009,5/11/2009,,
2273,839,QUAD,-1,54,16103,Kibale,1627,,5/12/2009,5/11/2009,,
2274,839,CLIM,-1,13,16094,Nyungwe,1636,,5/12/2009,5/11/2009,,
2275,839,LEAP,-1,3,16094,Nyungwe,1636,,5/12/2009,5/11/2009,,
2276,839,QUAD,-1,1,16094,Nyungwe,1636,,5/12/2009,5/11/2009,,
2277,839,VERT,-1,3,16094,Nyungwe,1636,,5/11/2009,5/11/2009,,
2278,840,LEAP,-1,,16193,,656,,,6/2/2009,,
2279,840,QUAD,-1,,16193,,656,,,6/2/2009,,
2280,840,LEAP,-1,,16197,,657,,,6/2/2009,,
2913,1009,BRAC,-1,,20393,,1549,,,,,
2914,1009,CLIM,-1,,20393,,1549,,,,,
2915,1009,LEAP,-1,,20393,,1549,,,,,
2916,1009,QUAD,-1,,20393,,1549,,,,,
2917,1009,SUSP,-1,,20393,,1549,,,,,
2918,1009,VERT,-1,,20393,,1549,,,,,
2919,1010,CLIM,-1,,20396,,1553,,,5/30/2009,,
2920,1010,LEAP,-1,,20396,,1553,,,5/30/2009,,
2921,1010,QUAD,-1,,20396,,1553,,,5/30/2009,,
2922,1010,SUSP,-1,,20396,,1553,,,5/30/2009,,
2923,1012,LEAP,-1,,20401,,1525,,,6/1/2009,,
2924,1012,QUAD,-1,,20401,,1525,,,6/1/2009,,
2925,1012,SUSP,-1,,20401,,1525,,,6/1/2009,,
2926,1015,LEAP,-1,,20405,,1541,,,6/2/2009,,
2927,1015,QUAD,-1,,20405,,1541,,,6/2/2009,,
2928,1015,VERT,-1,,20405,,1541,,,6/2/2009,,
2929,1017,CLIM,-1,,20408,,1529,,,6/2/2009,,
2930,1017,LEAP,-1,,20408,,1529,,,6/2/2009,,
2931,1017,QUAD,-1,,20408,,1529,,,6/2/2009,,
2932,1017,VERT,-1,,20408,,1529,,,6/2/2009,,
2933,1018,BIPE,-1,1,,,1561,,,,,
2934,1018,CLIM,-1,1,,,1561,,,,,
2935,1018,LEAP,-1,1,,,1561,,,,,
2936,1018,QUAD,-1,1,,,1561,,,,,
2937,1018,VERT,-1,1,,,1561,,,,,
2938,1019,CLIM,-1,,20413,,1537,,,6/2/2009,,
2939,1019,LEAP,-1,,20413,,1537,,,6/2/2009,,
2940,1019,QUAD,-1,,20413,,1537,,,6/2/2009,,
2941,1019,VERT,-1,,20413,,1537,,,6/2/2009,,
2942,1021,CLIM,-1,,20416,,1533,,,6/1/2009,,
2943,1021,LEAP,-1,,20416,,1533,,,6/1/2009,,
2944,1021,QUAD,-1,,20416,,1533,,,6/1/2009,,
2945,1021,VERT,-1,,20416,,1533,,,6/1/2009,,
2946,1022,CLIM,-1,1,20419,,1557,,,6/1/2009,,
2947,1022,LEAP,-1,1,20419,,1557,,,6/1/2009,,
2948,1022,QUAD,-1,1,20419,,1557,,,6/1/2009,,
2949,1022,VERT,-1,,20419,,1557,,,6/1/2009,,
2950,1024,LEAP,-1,,20424,,1569,,,6/1/2009,,
2951,1024,QUAD,-1,,20424,,1569,,,6/1/2009,,
2952,1025,LEAP,-1,1,20428,,1573,,,6/1/2009,,
2953,1025,QUAD,-1,1,20428,,1573,,,6/1/2009,,
2954,1026,CLIM,-1,,20431,,1599,,,6/1/2009,,
2955,1026,LEAP,-1,,20431,,1599,,,6/1/2009,,
2956,1026,QUAD,-1,,20431,,1599,,,6/1/2009,,
2957,1031,CLIM,-1,,20441,,1771,,,6/27/2009,,
2958,1031,LEAP,-1,,20441,,1771,,,6/27/2009,,
2959,1031,QUAD,-1,,20441,,1771,,,6/27/2009,,
2960,1032,BIPE,-1,,20442,minimal,2014,,,6/27/2009,,
2961,1032,BRAC,-1,,20442,"semi-brachiation, minimal",2014,,,6/27/2009,,
2963,1032,LEAP,-1,,20442,,2014,,,6/27/2009,,
2964,1032,QUAD,-1,,20442,,2014,,,6/27/2009,,
2965,1032,SUSP,-1,,20442,"hindfeet, while foraging",2014,,,6/27/2009,,
2966,1032,VERT,0,,20442,,2014,,,,,
2967,1034,QUAD,-1,,20456,,1274,,,8/2/2009,,
2968,1036,CLIM,-1,,20462,,1565,,,,,
2969,1036,LEAP,-1,,20462,,1565,,,,,
2970,1036,QUAD,-1,,20462,,1565,,,,,
2971,1036,VERT,-1,,20462,,1565,,,,,
2972,1037,CLIM,-1,,20467,,1593,,,7/4/2009,,
2973,1037,QUAD,-1,,20467,,1593,,,7/4/2009,,
2974,1037,SUSP,-1,,20467,,1593,,,7/4/2009,,
2975,1038,QUAD,-1,,20470,,1775,,,5/8/2009,,
2976,1039,CLIM,-1,,20472,,1803,,,,,
2977,1039,LEAP,-1,,20472,,1803,,,,,
2978,1039,QUAD,-1,,20475,,1803,,,,,
2979,1039,VERT,-1,,20472,,1803,,,,,
2980,1040,CLIM,-1,,20477,,1799,,,,,
2981,1040,LEAP,-1,,20477,,1799,,,,,
2982,1040,QUAD,-1,,20480,,1799,,,,,
2983,1040,VERT,-1,,20477,,1799,,,,,
2984,1041,CLIM,-1,,20482,,1807,,,,,
2985,1041,LEAP,-1,,20482,,1807,,,,,
2986,1041,QUAD,-1,,20485,,1807,,,,,
2987,1041,VERT,-1,,20482,,1807,,,,,
2988,1042,CLIM,-1,,,,1882,,,6/14/2009,,
2989,1042,QUAD,-1,,,,1882,,,6/14/2009,,
2990,1043,VERT,-1,,,,2038,,,,,
2991,1044,VERT,-1,,,,2054,,,,,
2992,1045,VERT,-1,,23603,,2034,,1/9/2012,,,
2993,1047,VERT,-1,,23967,,2030,,8/11/2016,,,
2994,1048,VERT,-1,,,,2026,,,6/14/2009,,
2995,1050,VERT,-1,,,,2050,,,,,
2281,840,QUAD,-1,,16197,,657,,,6/2/2009,,
2282,840,LEAP,-1,,16197,,2020,,,6/2/2009,,
2283,840,QUAD,-1,,16197,,2020,,,6/2/2009,,
2284,841,BIPE,-1,,16233,,137,,,,,
2285,841,CLIM,-1,,16221,,137,,,,,
2286,841,LEAP,-1,,16221,,137,,,,,
2287,841,QUAD,-1,,16223,,137,,,,,
2288,841,CLIM,0,,16224,,138,,,,,
2289,841,LEAP,0,,16224,,138,,,,,
2290,841,QUAD,0,,16224,,138,,,,,
2291,841,CLIM,0,,16223,,139,,,,,
2292,841,LEAP,0,,16223,,139,,,,,
2293,841,QUAD,0,,16231,,139,,,,,
2294,841,CLIM,0,,16226,,140,,,,,
2295,841,LEAP,0,,16226,,140,,,,,
2296,841,CLIM,0,,16227,,141,,,,,
2297,841,LEAP,0,,16227,,141,,,,,
2298,841,CLIM,0,,16231,,142,,,,,
2299,841,LEAP,0,,16231,,142,,,,,
2300,842,BIPE,-1,,16274,almost never,968,,,,,
2301,842,BRAC,-1,3.9,16244,,968,,,,,
2302,842,CLIM,-1,17,16244,,968,,,,,
2303,842,LEAP,-1,17.8,16244,,968,,,,,
2304,842,QUAD,-1,61.3,16244,,968,,,,,
2305,842,SUSP,-1,,16274,sometimes,968,,,,,
2306,842,BRAC,0,3.9,16274,,969,,,,,
2307,842,CLIM,0,17,16274,,969,,,,,
2308,842,LEAP,0,17.8,16274,,969,,,,,
2309,842,QUAD,0,61.3,16274,,969,,,,,
2310,843,LEAP,-1,,,,735,,,,,
2311,843,QUAD,-1,,,,735,,,,,
2312,845,CLIM,-1,,16347,,3499,,,3/30/2013,,
2313,845,LEAP,-1,,16347,,3499,,,3/29/2013,,
2314,845,QUAD,-1,,16347,,3499,,,5/29/2009,,
2315,846,BRAC,-1,,16369,restricted to two and a half arm spans.,6200,,,,,
2316,846,CLIM,-1,,,,6200,,,,,
2317,846,LEAP,-1,,16369,,6200,,,,,
2318,846,QUAD,-1,,16369,,6200,,,,,
2319,846,LEAP,0,,16367,,6201,,,,,
2321,848,BIPE,0,0,,,4539,,,5/18/2009,,
2322,848,BRAC,0,0,,,4539,,,5/18/2009,,
2323,848,CLIM,-1,10.5,16405,,4539,,,5/18/2009,,
2324,848,LEAP,-1,36.6,16405,,4539,,,5/18/2009,,
2325,848,QUAD,-1,52.9,16405,,4539,,,5/18/2009,,
2326,848,SUSP,0,0,,,4539,,,5/18/2009,,
2327,848,VERT,0,0,,,4539,,,5/18/2009,,
2328,850,CLIM,-1,,,,1887,,,5/27/2009,,
2329,850,LEAP,-1,,,,1887,,,5/27/2009,,
2330,850,QUAD,-1,,,,1887,,,5/27/2009,,
2331,851,CLIM,-1,,16430,,3434,,,,,
2332,851,LEAP,-1,,16430,,3434,,,,,
2333,851,QUAD,-1,,30110,,3434,,1/29/2019,,,
2334,851,VERT,-1,,30110,,3434,,1/29/2019,,,
2335,851,CLIM,-1,,16431,,3435,,,,,
2336,851,LEAP,-1,,16431,,3435,,,,,
2337,851,CLIM,-1,,16433,,3436,,,,,
2338,851,LEAP,-1,,16433,,3436,,,,,
2339,852,BRAC,0,2.1,16452,,3314,,,5/29/2009,,
2340,852,CLIM,-1,,,,3314,,,5/29/2009,,
2341,852,LEAP,-1,,16452,,3314,,,5/29/2009,,
2342,852,QUAD,-1,,16452,,3314,,,5/29/2009,,
2343,852,BRAC,-1,2.1,16452,,6048,,,5/29/2009,,
2344,852,CLIM,-1,93.8,16452,Climbing + Leaping + Quadrupedal = 93.8%,6048,,,5/29/2009,,
2345,852,LEAP,-1,,16452,,6048,,,5/29/2009,,
2346,852,QUAD,-1,,16452,,6048,,,5/29/2009,,
2347,852,VERT,-1,,16444,,6048,,,5/29/2009,,
2348,852,CLIM,-1,18.2,16522,,6052,,,5/29/2009,,
2349,852,LEAP,-1,45,16522,,6052,,,5/29/2009,,
2350,852,QUAD,-1,97.9,16522,,6052,,,5/29/2009,,
2351,852,SUSP,-1,2.1,16522,,6052,,,5/29/2009,,
2352,852,VERT,-1,71.9,16522,,6052,,,5/29/2009,,
2353,852,BRAC,-1,,16486,,6056,,,5/29/2009,,
2354,852,LEAP,-1,,16486,,6056,,,5/29/2009,,
2355,852,QUAD,-1,,16486,,6056,,,5/29/2009,,
2356,852,SUSP,-1,,16486,,6056,,,5/29/2009,,
2357,852,VERT,-1,,16486,,6056,,,5/29/2009,,
2358,854,CLIM,-1,30,16632,,6043,,,8/27/2009,,
2359,854,QUAD,-1,60,16632,,6043,,,8/27/2009,,
2360,854,VERT,-1,10,16632,,6043,,,8/27/2009,,
2361,855,QUAD,-1,,16648,,241,,,8/2/2009,,
2362,856,BIPE,-1,,16669,rare,1960,,,1/30/2012,,
2363,856,CLIM,-1,,16669,common,1960,,,1/30/2012,,
2364,856,LEAP,-1,,16669,common,1960,,,1/30/2012,,
2365,856,QUAD,-1,,16669,common,1960,,,1/30/2012,,
2366,856,SUSP,-1,,16669,rare,1960,,,1/30/2012,,
2367,856,VERT,-1,,,,1960,,,1/30/2012,,
2368,856,CLIM,-1,18.8,16693,C. p. buettikoferi,1964,,6/4/2009,1/30/2012,,
2369,856,LEAP,-1,10.1,16693,C. p. buettikoferi,1964,,6/4/2009,1/30/2012,,
2370,856,QUAD,-1,71.1,16693,C. p. buettikoferi,1964,,6/4/2009,1/30/2012,,
2371,857,CLIM,-1,,16710,,2217,,,7/3/2009,,
2374,857,QUAD,-1,,16710,,2221,,,7/3/2009,,
2375,858,CLIM,-1,,16762,,1117,,,12/3/2012,,
2376,858,QUAD,-1,,16762,,1117,,,12/3/2012,,
2377,858,VERT,-1,,16762,,1117,,,12/3/2012,,
2378,859,CLIM,-1,,16768,,1982,,10/9/2018,,,
2379,859,LEAP,-1,,16768,,1982,,10/9/2018,,,
2380,859,QUAD,-1,,16768,,1982,,10/9/2018,,,
2381,860,CLIM,-1,43,16806,,4613,,,6/13/2009,,
2382,860,LEAP,-1,15,16806,,4613,,,6/13/2009,,
2383,860,QUAD,-1,39,16806,,4613,,,6/13/2009,,
2384,861,CLIM,-1,3,16872,,293,,,,,
2385,861,LEAP,-1,2,16872,,293,,,,,
2386,861,QUAD,-1,93,16872,,293,,,,,
2387,861,SUSP,-1,2,16872,,293,,,,,
2388,862,BIPE,0,,16890,Occasional,5147,,,5/7/2009,,
2389,862,CLIM,-1,,16890,,5147,,,5/7/2009,,
2390,862,QUAD,-1,,16890,,5147,,,5/7/2009,,
2391,863,CLIM,-1,,16909,,40,,,,,
2392,863,LEAP,-1,,16909,,40,,,,,
2393,863,QUAD,-1,,16909,,40,,,,,
2394,863,SUSP,-1,,16909,,40,,,,,
2395,863,VERT,-1,,16909,,40,,,,,
2396,864,LEAP,-1,,16939,,1785,,,1/6/2011,,
2397,864,QUAD,-1,,16939,,1785,,,1/6/2011,,
2398,864,VERT,-1,,16939,,1785,,,1/6/2011,,
2399,865,CLIM,-1,,16985,,84,,,,,
2400,865,LEAP,-1,,16985,,84,,,,,
2401,865,VERT,-1,,16985,,84,,,,,
2402,867,BIPE,-1,,17022,bipedal hopping on the ground.,628,,,5/29/2009,,
2403,867,QUAD,-1,,17022,within trees,628,,,5/29/2009,,
2404,867,VERT,-1,,17022,VCL between trees,628,,,5/29/2009,,
2405,868,BIPE,-1,,17034,hops when on the ground,1294,,,6/11/2009,,
2406,868,LEAP,-1,,17034,,1294,,,6/11/2009,,
2407,868,QUAD,-1,,17034,,1294,,,6/11/2009,,
2409,868,BIPE,0,,17035,hops when on the ground,1295,,,,,
2410,869,CLIM,-1,,,,1824,,,,,
2411,869,LEAP,-1,,,,1824,,,,,
2412,869,QUAD,-1,,,,1824,,,,,
2413,870,BIPE,-1,,17076,,546,,,,,
2414,870,CLIM,-1,40,17091,,546,,,,,
2415,870,LEAP,-1,20,17076,,546,,,,,
2416,870,QUAD,-1,40,17076,,546,,,,,
2417,870,BIPE,-1,,17078,,547,,,,,
2418,870,CLIM,-1,40,17092,,547,,,,,
2419,870,LEAP,-1,20,17078,,547,,,,,
2420,870,QUAD,-1,40,17078,,547,,,,,
2421,870,BIPE,-1,,17091,,548,,,,,
2422,870,LEAP,-1,20,17091,,548,,,,,
2423,870,QUAD,-1,40,17091,,548,,,,,
2424,870,BIPE,-1,,17092,,549,,,,,
2425,870,LEAP,-1,20,17092,,549,,,,,
2426,870,QUAD,-1,40,17092,,549,,,,,
2427,871,CLIM,-1,,,,6154,,,,,
2428,871,LEAP,-1,,,,6154,,,,,
2429,871,QUAD,-1,,,,6154,,,,,
2430,872,CLIM,-1,,,,806,,,,,
2431,872,QUAD,-1,,,,806,,,,,
2432,872,VERT,-1,,,,806,,,,,
2433,873,BIPE,-1,,17457,,6126,,,4/21/2009,,
2434,873,BRAC,-1,,17457,,6126,,,4/21/2009,,
2435,873,CLIM,-1,,17457,,6126,,,4/21/2009,,
2436,873,QUAD,-1,,17457,,6126,,,4/21/2009,,
2437,873,SUSP,-1,,17457,,6126,,,4/21/2009,,
2438,873,BIPE,-1,0,17591,,6146,,,4/21/2009,,
2439,873,BRAC,-1,11,17591,,6146,,,4/21/2009,,
2440,873,CLIM,-1,21,17591,21 (vertical climbing and descent only),6146,,,4/21/2009,,
2441,873,LEAP,-1,0,17591,,6146,,,4/21/2009,,
2442,873,QUAD,-1,12,17591,,6146,,,4/21/2009,,
2443,873,SUSP,-1,50,17591,,6146,,,4/21/2009,,
2444,873,VERT,-1,0,17591,,6146,,,4/21/2009,,
2445,874,CLIM,-1,,,,6158,,,,,
2446,874,LEAP,-1,,,,6158,,,,,
2447,874,QUAD,-1,,,,6158,,,,,
2449,875,CLIM,-1,,17929,,911,,,6/9/2009,,
2450,875,QUAD,-1,,17950,,911,,,6/9/2009,,
2451,875,CLIM,-1,,17928,,1589,,,6/9/2009,,
2452,875,QUAD,-1,,17928,,1589,,,6/9/2009,,
2453,876,CLIM,-1,22.3,17955,,388,,,,,
2454,876,LEAP,-1,10.2,17955,,388,,,,,
2455,876,QUAD,-1,58.8,17955,,388,,,,,
2456,876,SUSP,-1,0.8,17955,,388,,,,,
2457,876,VERT,-1,6.5,17955,,388,,,,,
2458,877,CLIM,-1,,18010,,3864,,,6/9/2009,,
2459,877,QUAD,-1,,18010,,3864,,,6/9/2009,,
2460,878,CLIM,-1,,18018,,1436,,5/27/2009,5/27/2009,,
2461,878,LEAP,-1,,18018,,1436,,5/27/2009,5/27/2009,,
2462,878,QUAD,-1,,18018,,1436,,5/27/2009,5/27/2009,,
2463,878,SUSP,-1,,18018,very rarely,1436,,5/27/2009,5/27/2009,,
2464,879,BIPE,0,,18055,,2514,,,5/25/2009,,
2465,879,CLIM,-1,,18064,,2514,,,5/25/2009,,
2466,879,QUAD,-1,,18064,,2514,,,5/25/2009,,
2467,879,SUSP,-1,,18064,,2514,,,5/25/2009,,
2468,880,BRAC,-1,,18067,"in both wild and captive  situations depending on supports,",2887,,,,,
2469,880,CLIM,-1,,18067,from level to level in canopy,2887,,,,,
2470,880,LEAP,-1,,18067,from level to level in canopy,2887,,,,,
2471,880,QUAD,-1,,18067,most time in quad when moving in canopy upper story,2887,,,,,
2472,880,SUSP,-1,,18067,when threatening,2887,,,,,
2473,880,BRAC,0,,18070,"in both wild and captive  situations depending on supports,",2888,,,,,
2474,880,CLIM,0,,18070,,2888,,,,,
2475,880,LEAP,0,,18070,,2888,,,,,
2476,880,QUAD,0,,18070,,2888,,,,,
2477,880,SUSP,0,,18070,,2888,,,,,
2478,880,BRAC,0,,18080,"n both wild and captive  situations depending on supports,",2889,,,,,
2479,880,CLIM,0,,18080,,2889,,,,,
2480,880,LEAP,0,,18080,,2889,,,,,
2481,880,QUAD,0,,18080,,2889,,,,,
2482,880,SUSP,0,,18080,,2889,,,,,
2483,880,BRAC,0,,18081,"n both wild and captive  situations depending on supports,",2890,,,,,
2484,880,CLIM,0,,18081,,2890,,,,,
2485,880,LEAP,0,,18081,,2890,,,,,
2486,880,QUAD,0,,18081,,2890,,,,,
2487,880,SUSP,0,,18081,,2890,,,,,
2488,880,BRAC,0,,18082,"n both wild and captive  situations depending on supports,",2891,,,,,
2489,880,CLIM,0,,18082,,2891,,,,,
2490,880,LEAP,0,,18082,,2891,,,,,
2491,880,QUAD,0,,18082,,2891,,,,,
2492,880,SUSP,0,,18082,,2891,,,,,
2493,880,BRAC,0,,18083,"n both wild and captive  situations depending on supports,",2892,,,,,
2494,880,CLIM,0,,18083,,2892,,,,,
2495,880,LEAP,0,,18083,,2892,,,,,
2496,880,QUAD,0,,18083,,2892,,,,,
2497,880,SUSP,0,,18083,,2892,,,,,
2498,881,BIPE,-1,,18125,,1213,,,,,
2499,881,CLIM,-1,,18125,,1213,,,,,
2500,881,LEAP,-1,,18125,,1213,,,,,
2501,881,QUAD,-1,,18125,,1213,,,,,
2502,881,SUSP,-1,,18125,,1213,,,,,
2503,881,VERT,-1,,18125,,1213,,,,,
2504,882,CLIM,-1,16,18154,16-24,1243,,,,,
2505,882,LEAP,-1,66.1,18160,,1243,,,,,
2506,882,QUAD,-1,,18151,rarely observed in this species; more common in juv,1243,,,,,
2507,882,VERT,-1,,18151,,1243,,,,,
2508,882,CLIM,0,27.5,18160,,1244,,,,,
2509,882,LEAP,0,,18151,,1244,,,,,
2510,882,CLIM,0,,18151,,1245,,,,,
2511,882,LEAP,0,,18154,,1245,,,,,
2512,882,CLIM,-1,18,18167,,1249,,,,,
2513,882,LEAP,-1,82,18167,,1249,,,,,
2514,882,QUAD,-1,,18154,rarely observed in this species; more common in juv,1249,,,,,
2515,882,VERT,-1,,18154,,1249,,,,,
2516,882,BIPE,-1,,18185,,1253,,,,,
2517,882,BRAC,-1,,18185,,1253,,,,,
2518,882,CLIM,-1,,18185,,1253,,,,,
2519,882,LEAP,-1,,18185,,1253,,,,,
2520,882,QUAD,-1,,18185,,1253,,,,,
2521,882,VERT,-1,,18185,,1253,,,,,
2522,882,BIPE,0,,18186,,1254,,,,,
2523,882,BRAC,0,,18186,,1254,,,,,
2524,882,CLIM,0,,18186,,1254,,,,,
2525,882,LEAP,0,,18186,,1254,,,,,
2526,882,QUAD,0,,18186,,1254,,,,,
2527,882,VERT,0,,18186,,1254,,,,,
2528,882,BIPE,0,,18187,,1255,,,,,
2529,882,BRAC,0,,18187,,1255,,,,,
2530,882,CLIM,0,,18187,,1255,,,,,
2531,882,LEAP,0,,18187,,1255,,,,,
2532,882,QUAD,0,,18187,,1255,,,,,
2533,882,VERT,0,,18187,,1255,,,,,
2534,882,BIPE,0,,18188,,1256,,,,,
2535,882,BRAC,0,,18188,,1256,,,,,
2536,882,CLIM,0,,18188,,1256,,,,,
2537,882,LEAP,0,,18188,,1256,,,,,
2538,882,QUAD,0,,18188,,1256,,,,,
2539,882,VERT,0,,18188,,1256,,,,,
2540,883,CLIM,-1,31,18199,31%,3799,,,9/15/2012,,
2541,883,QUAD,-1,,18199,,3799,,,,,
2542,883,VERT,-1,63,18199,63%,3799,,,9/15/2012,,
2543,884,BIPE,-1,0.2,18258,"0.2 female, 0.3 male (Mahale), 1.1 female, 0 male (Gombe)",6086,,,,,
2544,884,CLIM,-1,7.7,18258,"7.7 female, 5.1 male (Mahale); 8.9 female, 3.5 male (Gombe)",6086,,,,,
2545,884,LEAP,0,0,,"0 female, 0.2 male (Mahale); 0 male, 0 female (Gombe)",6086,,,,,
2546,884,QUAD,-1,91.3,18258,"91.3 female, 93.6 male (Mahale), 89.5 female, 96.5 male (Gombe)",6086,,,,,
2547,884,SUSP,-1,0.9,18258,"0.9 female, 0.8 male (Mahale); 0.5 female, 0 male (Gombe)",6086,,,,,
2548,884,BIPE,-1,,18319,,6090,,,,,
2549,884,BRAC,-1,,18319,,6090,,,,,
2550,884,CLIM,-1,,18319,,6090,,,,,
2551,884,LEAP,-1,,18319,,6090,,,,,
2552,884,QUAD,-1,,18319,,6090,,,,,
2553,884,SUSP,-1,,18319,,6090,,,,,
2554,884,BIPE,-1,,18348,,6098,,,,,
2555,884,CLIM,-1,95.9,18348,95.9% of arboreal locomotion,6098,,,,,
2556,884,LEAP,-1,0.6,18348,0.6% of arboreal locomotion,6098,,,,,
2557,884,QUAD,-1,,18348,main form of ground travel,6098,,,,,
2558,884,SUSP,-1,3.5,18348,3.5% of arboreal locomotion,6098,,,,,
2559,884,BIPE,-1,1.2,18433,1.2% F,6102,,,,,
2560,884,CLIM,-1,10.9,18433,10.9%F,6102,,,,,
2561,884,LEAP,-1,0.6,18433,0.6F,6102,,,,,
2562,884,QUAD,-1,85.6,18433,85.6% F,6102,,,,,
2563,884,SUSP,-1,1.4,18433,1.4% F,6102,,,,,
2564,885,BIPE,-1,,18451,,4410,,,,,
2565,885,BRAC,-1,,18437,,4410,,,,,
2566,885,CLIM,-1,,18438,,4410,,,,,
2567,885,QUAD,-1,,18451,,4410,,,,,
2568,885,SUSP,-1,90.5,18437,90.5%,4410,,,,,
2569,886,BIPE,-1,,18493,,6074,,,,,
2570,886,CLIM,-1,,18493,,6074,,,,,
2571,886,QUAD,-1,,18493,,6074,,,,,
2572,886,SUSP,-1,,18493,,6074,,,,,
2573,886,QUAD,-1,,,,6082,,,,,
2574,887,CLIM,-1,,18541,,3248,,,6/11/2009,,
2576,887,QUAD,-1,3,18542,Suspensory posture used for  3.0 % of total feeding time.,3248,,,6/11/2009,,
2578,887,CLIM,-1,,18532,,3249,,,6/11/2009,,
2579,887,LEAP,-1,,18532,,3249,,,6/11/2009,,
2580,887,SUSP,-1,7.4,18529,Bipedal suspensory posture was used for 7.4 % of total feeding time in Betampona.  Suspensory postures were used 7.3 (±3.1)% of total feeding time in Nosy Mangabe.,3249,,,6/11/2009,,
2581,887,CLIM,-1,,18533,,3250,,,6/11/2009,,
2582,887,LEAP,-1,,18533,,3250,,,6/11/2009,,
2583,887,CLIM,-1,,18534,,3251,,,6/11/2009,,
2584,887,LEAP,-1,,18534,,3251,,,6/11/2009,,
2585,889,BIPE,-1,,18656,,4559,,,4/18/2009,,
2586,889,BRAC,-1,,18656,,4559,,,4/18/2009,,
2587,889,CLIM,-1,,18656,,4559,,,4/18/2009,,
2588,889,LEAP,-1,,18656,,4559,,,4/18/2009,,
2589,889,SUSP,-1,,18656,,4559,,,4/18/2009,,
2590,890,BIPE,-1,,18714,rare,930,,,5/24/2009,,
2591,890,BRAC,-1,,18714,"rare, partial or assisted brachiation - not full",930,,,5/24/2009,,
2592,890,CLIM,-1,,18714,,930,,,5/24/2009,,
2593,890,LEAP,-1,,18713,,930,,,5/24/2009,,
2594,890,QUAD,-1,,18713,,930,,,5/24/2009,,
2595,890,SUSP,-1,,18725,,930,,,5/24/2009,,
2596,890,BIPE,0,,18725,rare,931,,,5/24/2009,,
2597,890,BRAC,0,,18725,"rare, partial or assisted brachiation - not full",931,,,5/24/2009,,
2598,890,CLIM,0,,18725,,931,,,5/24/2009,,
2599,890,LEAP,0,,18714,,931,,,5/24/2009,,
