LocomotionID,PrimateID,LMTypeCd,Checked,PctOfTime,CitationID,Comment,OrigIDPhysical,AuthorAddStamp,AuthorEditStamp,AuthorReviewStamp,AuthorIsDupeStamp,AdminReviewStamp
836,311,QUAD,-1,,,,5221,,,7/4/2009,,
837,311,SUSP,-1,,,,5221,,,7/4/2009,,
838,313,BIPE,-1,2.23,5667,,1619,,,5/31/2009,,
839,313,BRAC,-1,20.75,5667,,1619,,,5/31/2009,,
840,313,CLIM,-1,9.22,5667,,1619,,5/31/2009,5/31/2009,,
841,313,LEAP,-1,13.22,5667,,1619,,,5/31/2009,,
842,313,QUAD,-1,51.07,5667,,1619,,,5/31/2009,,
843,313,SUSP,-1,30.7,5667,,1619,,5/31/2009,5/31/2009,,
844,313,CLIM,-1,16.1,5677,quadrupedal climbing,1620,,5/31/2009,5/31/2009,,
845,313,LEAP,-1,2.5,5677,,1620,,5/31/2009,5/31/2009,,
846,313,QUAD,-1,35.6,5677,,1620,,5/31/2009,5/31/2009,,
847,313,SUSP,-1,36.6,5677,includes brachiation,1620,,5/31/2009,5/31/2009,,
848,315,BIPE,-1,,5686,little-non available,4253,,,6/29/2009,,
849,315,BRAC,-1,30,5686,30-40;,4253,,,6/29/2009,,
850,315,LEAP,-1,5,5686,,4253,,,6/29/2009,,
851,315,QUAD,-1,30,5686,,4253,,,6/29/2009,,
852,315,SUSP,-1,30,5686,,4253,,,6/29/2009,,
853,315,VERT,0,5,5686,< 5%,4253,,,6/29/2009,,
854,316,CLIM,-1,,5775,,3196,,,6/10/2009,,
855,316,LEAP,-1,,5775,,3196,,,5/10/2009,,
856,316,QUAD,-1,,5775,,3196,,,5/10/2009,,
857,316,SUSP,-1,,5775,,3196,,,5/10/2009,,
858,317,BIPE,0,0,,,4909,,,5/19/2009,,
864,317,VERT,0,0,,,4909,,,5/19/2009,,
865,317,BRAC,-1,1.7,5826,,4910,,5/19/2009,5/19/2009,,
866,317,CLIM,-1,38.8,5826,,4910,,5/19/2009,5/19/2009,,
867,317,LEAP,-1,10.8,5826,,4910,,5/19/2009,5/19/2009,,
868,317,QUAD,-1,41.8,5826,,4910,,5/19/2009,5/19/2009,,
869,317,SUSP,-1,8.6,5826,,4910,,5/19/2009,5/19/2009,,
870,320,BIPE,0,0,,,4806,,,1/1/2019,,
871,320,BRAC,-1,4,5886,,4806,,,5/16/2009,,
872,320,CLIM,-1,17,5886,,4806,,,5/16/2009,,
873,320,LEAP,-1,16,5886,,4806,,,5/16/2009,,
874,320,QUAD,-1,58,5886,,4806,,,5/16/2009,,
875,320,SUSP,-1,6,5886,,4806,,,5/16/2009,,
876,320,VERT,0,0,,,4806,,,1/1/2019,,
877,321,BIPE,-1,0.2,5927,,2723,,,6/1/2009,,
878,321,BRAC,-1,6.5,5927,exclusive of other suspensory modes,2723,,6/1/2009,6/1/2009,,
879,321,CLIM,-1,24.6,5927,"includes ""ascent and descent"" and ""bridge/hoist""",2723,,6/1/2009,6/1/2009,,
880,321,LEAP,-1,3.9,5927,"""drop and leap""",2723,,6/1/2009,6/1/2009,,
881,321,QUAD,-1,58.8,5927,"includes ""quadrupedal"" and ""clambering""",2723,,6/1/2009,6/1/2009,,
882,321,SUSP,-1,4.6,5927,"exclusive of ""brachiation""",2723,,6/1/2009,6/1/2009,,
883,321,BRAC,-1,6.5,5928,exclusive of other suspensory modes,2724,,6/1/2009,6/1/2009,,
884,321,SUSP,-1,4.6,5928,"exclusive of ""brachiation""",2724,,6/1/2009,6/1/2009,,
886,322,CLIM,-1,,5947,,4423,,,5/22/2009,,
887,322,LEAP,-1,,5947,,4423,,,5/22/2009,,
888,322,QUAD,-1,,5947,,4423,,,5/22/2009,,
889,322,SUSP,-1,,5947,,4423,,,5/22/2009,,
891,322,CLIM,-1,,5951,,4424,,,5/22/2009,,
892,322,LEAP,-1,,5951,,4424,,,5/22/2009,,
893,322,QUAD,-1,,5951,,4424,,,5/22/2009,,
894,322,SUSP,-1,,5951,,4424,,,5/22/2009,,
895,331,CLIM,-1,,5959,,2253,,,5/8/2009,,
896,331,LEAP,-1,,5959,,2253,,,5/8/2009,,
897,331,QUAD,-1,,5959,,2253,,,5/8/2009,,
898,331,CLIM,-1,,5975,,2254,,,5/8/2009,,
899,331,LEAP,-1,,5975,,2254,,,5/8/2009,,
900,331,QUAD,-1,,5975,,2254,,,5/8/2009,,
901,331,CLIM,-1,,5976,,2255,,,5/8/2009,,
902,331,LEAP,-1,,5976,,2255,,,5/8/2009,,
903,331,QUAD,-1,,5976,,2255,,,5/8/2009,,
904,331,CLIM,-1,,5978,,2256,,,5/8/2009,,
905,331,LEAP,-1,,5978,,2256,,,5/8/2009,,
906,331,QUAD,-1,,5978,,2256,,,5/8/2009,,
907,331,CLIM,-1,,,,2257,,,5/8/2009,,
908,331,LEAP,-1,,5980,,2257,,,5/8/2009,,
909,331,QUAD,0,,5980,,2257,,,5/8/2009,,
910,331,CLIM,-1,,5962,,2258,,,5/8/2009,,
911,331,LEAP,-1,,5962,,2258,,,5/8/2009,,
912,331,QUAD,-1,,5962,,2258,,,5/8/2009,,
913,332,LEAP,-1,,5994,,4406,,,5/31/2009,,
914,332,QUAD,-1,,5994,,4406,,,5/31/2009,,
915,333,LEAP,-1,,6010,,4402,,,5/31/2009,,
916,333,QUAD,-1,,6010,,4402,,,5/31/2009,,
917,333,BIPE,-1,,6025,"""not rare""",4403,,,5/31/2009,,
918,333,VERT,-1,,6030,,4403,,,5/31/2009,,
919,334,CLIM,-1,1.2,6046,1.2% of total activity budget; 4.9% of locomotion budget,2644,,,4/26/2009,,
920,334,LEAP,-1,0.3,6046,0.3% of total activity budget; 1.2% of locomotion budget,2644,,,4/26/2009,,
921,334,QUAD,-1,23,6046,23.0% of total activity budget; 93.9% of locomotion budget,2644,,,4/26/2009,,
922,335,BIPE,-1,,6102,rare,5438,,,6/19/2009,,
923,335,BRAC,-1,,6102,rare,5438,,,6/19/2009,,
924,335,CLIM,-1,,6097,"28-75% time spent in trees, depending of habitat",5438,,6/20/2009,6/19/2009,,
925,335,LEAP,-1,,6102,,5438,,,6/19/2009,,
926,335,QUAD,-1,,6102,,5438,,,6/19/2009,,
927,335,SUSP,-1,,6102,,5438,,,6/19/2009,,
928,335,VERT,-1,15,6104,% of time spent climbing; N = 3773 records,5438,,6/20/2009,6/19/2009,,
929,336,QUAD,-1,,,,2443,,,,,
930,337,QUAD,-1,,25195,,2455,,12/30/2012,4/18/2009,,
932,347,QUAD,-1,,6190,,337,,,7/2/2009,,
933,348,CLIM,-1,19.4,6212,,2362,,,5/8/2009,,
934,348,LEAP,-1,10.4,6212,,2362,,,5/8/2009,,
935,348,QUAD,-1,70.1,6212,,2362,,,5/8/2009,,
936,348,SUSP,-1,0.1,6212,,2362,,,5/8/2009,,
937,349,CLIM,-1,,6246,,2951,,,6/1/2009,,
938,349,LEAP,-1,,6246,,2951,,,6/1/2009,,
939,349,QUAD,-1,,6246,,2951,,,6/1/2009,,
940,349,QUAD,-1,,,,2952,,,6/1/2009,,
941,351,BIPE,-1,,6289,,1492,,,,,
942,351,CLIM,-1,15.2,6289,,1492,,,,,
943,351,LEAP,-1,10.4,6289,,1492,,,,,
944,351,QUAD,-1,74.3,6289,,1492,,,,,
945,351,CLIM,-1,15.2,6293,,1493,,,,,
946,351,LEAP,-1,10.4,6293,,1493,,,,,
947,351,QUAD,-1,74.3,6293,,1493,,,,,
948,352,CLIM,-1,,23147,,1674,,5/22/2010,10/19/2012,,
949,352,LEAP,-1,,23147,,1674,,5/22/2010,10/19/2012,,
950,352,QUAD,-1,,23147,,1674,,5/22/2010,10/19/2012,,
951,353,CLIM,-1,,23143,,1670,,5/10/2010,11/28/2012,,
952,353,LEAP,-1,,23143,,1670,,5/10/2010,11/28/2012,,
953,353,QUAD,-1,,23143,,1670,,5/10/2010,11/28/2012,,
954,354,CLIM,-1,,23152,,1744,,5/22/2010,11/28/2012,,
955,354,LEAP,-1,,23152,,1744,,5/22/2010,11/28/2012,,
956,354,QUAD,-1,,23152,,1744,,5/22/2010,11/28/2012,,
957,355,BIPE,0,0,,,1209,,,7/4/2009,,
958,355,BRAC,0,0,,,1209,,,7/4/2009,,
959,355,CLIM,-1,,6332,,1209,,,7/4/2009,,
960,355,LEAP,-1,,6332,,1209,,,7/4/2009,,
961,355,QUAD,-1,,6332,,1209,,,7/4/2009,,
962,356,CLIM,-1,,23140,,1676,,5/10/2010,10/1/2012,,
963,356,LEAP,-1,,23140,,1676,,5/10/2010,10/1/2012,,
964,356,QUAD,-1,,23140,,1676,,5/10/2010,10/1/2012,,
965,357,CLIM,-1,,6384,,1664,,2/5/2012,5/14/2009,,
966,357,LEAP,-1,,6384,,1664,,4/23/2014,5/14/2009,,
967,357,QUAD,-1,,6384,,1664,,2/5/2012,5/14/2009,,
968,357,VERT,0,,6384,,1664,,4/24/2014,,4/24/2014,
969,358,CLIM,-1,,23150,,1736,,5/22/2010,11/28/2012,,
970,358,LEAP,-1,,23150,,1736,,5/22/2010,11/28/2012,,
971,358,QUAD,-1,,23150,,1736,,5/22/2010,11/28/2012,,
972,359,CLIM,-1,13,6397,,1439,,,6/4/2009,,
973,359,LEAP,-1,3,6397,,1439,,,6/4/2009,,
974,359,QUAD,-1,1,6397,,1439,,,6/4/2009,,
975,360,CLIM,-1,,,,3200,,,,,
976,360,LEAP,-1,,,,3200,,,,,
977,360,QUAD,-1,,,,3200,,,,,
978,361,CLIM,-1,,23138,,1656,,5/10/2010,10/19/2012,,
979,361,LEAP,-1,,23138,,1656,,5/10/2010,10/12/2012,,
980,361,QUAD,-1,,23138,,1656,,5/10/2010,9/30/2012,,
981,362,CLIM,-1,,23154,,1763,,5/22/2010,11/28/2012,,
982,362,LEAP,-1,,23154,,1763,,5/22/2010,11/28/2012,,
983,362,QUAD,-1,,23154,,1763,,5/22/2010,11/28/2012,,
984,363,CLIM,-1,,23145,,1672,,5/10/2010,12/7/2012,,
985,363,LEAP,-1,,23145,,1672,,5/10/2010,10/1/2012,,
986,363,QUAD,-1,,23145,,1672,,5/10/2010,10/1/2012,,
987,364,CLIM,-1,,23144,,1671,,5/10/2010,10/28/2012,,
988,364,LEAP,-1,,23144,,1671,,5/10/2010,10/28/2012,,
989,364,QUAD,-1,,23144,,1671,,5/10/2010,10/28/2012,,
990,365,CLIM,-1,,23151,,1740,,5/22/2010,11/28/2012,,
991,365,LEAP,-1,,23151,,1740,,5/22/2010,11/28/2012,,
992,365,QUAD,-1,,23151,,1740,,5/22/2010,11/28/2012,,
993,366,CLIM,-1,,23149,,1732,,5/22/2010,11/28/2012,,
994,366,LEAP,-1,,23149,,1732,,5/22/2010,11/28/2012,,
995,366,QUAD,-1,,23149,,1732,,5/22/2010,11/28/2012,,
996,367,CLIM,-1,,23148,,1675,,5/22/2010,10/19/2012,,
997,367,LEAP,-1,,23148,,1675,,5/22/2010,10/19/2012,,
998,367,QUAD,-1,,23148,,1675,,5/22/2010,10/19/2012,,
999,368,CLIM,-1,,23142,,1700,,5/10/2010,11/28/2012,,
1000,368,LEAP,-1,,23142,,1700,,5/10/2010,11/28/2012,,
1001,368,QUAD,-1,,23142,,1700,,5/10/2010,11/28/2012,,
1002,369,CLIM,-1,,23141,,1688,,5/10/2010,10/2/2012,,
1003,369,LEAP,-1,,23141,,1688,,5/10/2010,10/2/2012,,
1004,369,QUAD,-1,,23141,,1688,,5/10/2010,10/2/2012,,
1005,370,CLIM,-1,,23153,,1748,,5/22/2010,11/27/2012,,
1006,370,LEAP,-1,,23153,,1748,,5/22/2010,11/27/2012,,
1007,370,QUAD,-1,,23153,,1748,,5/22/2010,11/27/2012,,
1008,371,CLIM,-1,,24089,,1673,,12/21/2012,10/1/2012,,
1009,371,LEAP,-1,,24089,,1673,,12/21/2012,10/1/2012,,
1010,371,QUAD,-1,,24089,,1673,,12/21/2012,10/1/2012,,
1011,372,BIPE,-1,,6543,,2271,,6/5/2009,6/5/2009,,
1012,372,CLIM,-1,,6543,,2271,,6/5/2009,6/5/2009,,
1013,372,QUAD,-1,,6520,,2271,,,6/5/2009,,
1014,373,CLIM,-1,14.5,6559,,2370,,,5/8/2009,,
1015,373,LEAP,-1,5.2,6559,,2370,,,5/8/2009,,
1016,373,QUAD,-1,80.3,6559,,2370,,,5/8/2009,,
1017,373,CLIM,-1,14.5,6560,,2371,,,5/8/2009,,
1018,373,LEAP,-1,5.2,6560,,2371,,,5/8/2009,,
1019,373,QUAD,-1,80.3,6560,,2371,,,5/8/2009,,
1020,374,BIPE,-1,,6595,,2947,,,5/31/2009,,
1021,374,CLIM,-1,,6595,,2947,,,5/31/2009,,
1022,374,LEAP,-1,,6595,,2947,,,5/31/2009,,
1023,374,QUAD,-1,,6595,,2947,,,5/31/2009,,
1024,374,BIPE,-1,2,6602,,5530,,,5/31/2009,,
1025,374,QUAD,-1,30,6602,,5530,,,5/31/2009,,
1026,375,QUAD,-1,,6628,,288,,,8/29/2009,,
1027,376,QUAD,-1,,,,1087,,,8/27/2009,,
1028,378,CLIM,-1,,6683,,1091,,,8/2/2009,,
1029,378,QUAD,-1,,6683,,1091,,,8/2/2009,,
1030,381,CLIM,0,,,,260,,,8/27/2009,,
1031,381,QUAD,0,,,,260,,,8/27/2009,,
1032,382,QUAD,-1,,6737,,210,,,8/27/2009,,
1033,383,BIPE,-1,,6757,rare,1944,,,5/14/2009,,
1034,383,CLIM,-1,,6757,common,1944,,,5/14/2009,,
1035,383,LEAP,-1,,6757,common,1944,,,5/14/2009,,
1036,383,QUAD,-1,,6757,common,1944,,,5/14/2009,,
1037,383,SUSP,-1,,6757,rare,1944,,,5/14/2009,,
1038,384,CLIM,-1,18.8,6783,,2358,,,5/8/2009,,
1039,384,LEAP,-1,10.1,6783,,2358,,,5/8/2009,,
1040,384,QUAD,-1,71.1,6783,,2358,,,5/8/2009,,
1041,385,CLIM,-1,,6801,,2225,,,6/6/2009,,
1042,385,QUAD,-1,,6801,,2225,,,6/6/2009,,
1043,386,CLIM,-1,,6844,,2308,,12/27/2009,5/19/2009,,
1044,386,LEAP,-1,,6844,,2308,,12/27/2009,5/19/2009,,
1046,386,QUAD,-1,,6844,,2309,,12/27/2009,5/19/2009,,
1047,388,CLIM,-1,,6873,,1326,,,,,
1048,388,LEAP,-1,,6873,,1326,,,,,
1049,388,QUAD,-1,,6873,,1326,,,,,
1050,388,VERT,0,,6873,,1326,,,,,
1051,390,CLIM,-1,,,,2062,,,,,
1052,390,LEAP,-1,,,,2062,,,,,
1053,390,QUAD,-1,,,,2062,,,,,
1054,391,CLIM,-1,,,,2066,,,,,
1055,391,LEAP,-1,,,,2066,,,,,
1056,391,QUAD,-1,,,,2066,,,,,
1058,392,LEAP,-1,,6926,,5907,,,6/16/2009,,
1060,392,CLIM,-1,,6926,,5955,,,6/16/2009,,
1062,392,QUAD,-1,,6926,,5955,,,6/16/2009,,
1063,393,CLIM,-1,,7050,,5962,,,6/16/2009,,
1064,393,LEAP,-1,,7050,,5962,,,6/16/2009,,
1065,393,QUAD,-1,,7050,,5962,,,6/16/2009,,
1066,394,CLIM,-1,,7112,,5976,,,7/3/2009,,
1067,394,LEAP,-1,,7112,,5976,,,7/3/2009,,
1068,394,QUAD,-1,,7112,,5976,,,7/3/2009,,
1069,395,CLIM,-1,,7176,,5985,,,6/17/2009,,
1070,395,LEAP,-1,,7176,,5985,,,6/17/2009,,
1071,395,QUAD,-1,,7176,,5985,,,6/17/2009,,
1072,396,CLIM,-1,43,7238,,5992,,,7/3/2009,,
1073,396,LEAP,-1,15,7238,,5992,,,7/3/2009,,
1074,396,QUAD,-1,39,7238,,5992,,,7/3/2009,,
1075,397,BIPE,-1,,7293,Occasionally,4072,,,5/30/2009,,
1076,397,BRAC,-1,,7293,,4072,,,5/30/2009,,
1077,397,CLIM,-1,,7293,,4072,,,5/30/2009,,
1078,397,LEAP,-1,,7293,,4072,,,5/30/2009,,
1079,397,QUAD,-1,,7291,,4072,,,5/30/2009,,
1082,397,QUAD,-1,,7293,,4073,,,5/30/2009,,
1083,398,CLIM,-1,,7309,,470,,,,,
1084,398,LEAP,-1,,7309,,470,,,,,
1085,398,QUAD,-1,,7309,,470,,,,,
1086,398,CLIM,-1,,7309,,4905,,,,,
1087,398,LEAP,-1,,7309,,4905,,,,,
1088,398,QUAD,-1,,7309,,4905,,,,,
1089,399,QUAD,-1,,,,466,,,,,
1090,400,CLIM,-1,,,,1330,,,,,
1091,400,QUAD,-1,,7336,,1330,,,,,
1092,400,QUAD,-1,,7337,,1331,,,,,
1093,401,CLIM,-1,30,7349,,5915,,,7/4/2009,,
1095,401,VERT,0,10,7349,,5915,,,7/4/2009,,
1097,401,QUAD,-1,60,7349,,5923,,,7/4/2009,,
1102,402,CLIM,-1,,,,6035,,,8/27/2009,,
1103,402,QUAD,-1,,,,6035,,,8/27/2009,,
1104,403,QUAD,-1,,7367,,434,,,8/29/2009,,
1105,403,QUAD,-1,,7368,,435,,,6/6/2009,,
1107,405,CLIM,-1,30,7430,"30 juveniles, 19 adult males",4001,,,11/4/2009,,
1108,405,QUAD,-1,70,7430,"70 juveniles, 81 adult males",4001,,,11/4/2009,,
1109,406,BIPE,-1,3.3,7458,,1112,,,6/4/2009,,
1110,406,BRAC,0,0,,,1112,,,6/4/2009,,
1111,406,CLIM,0,0,,,1112,,,6/4/2009,,
1112,406,LEAP,0,0,,,1112,,,6/4/2009,,
1113,406,QUAD,-1,68.8,7458,,1112,,,6/4/2009,,
1114,406,SUSP,0,0,,,1112,,,6/4/2009,,
1115,406,VERT,0,0,,,1112,,,6/4/2009,,
1116,407,CLIM,-1,,7504,,5073,,,5/22/2009,,
1117,407,LEAP,-1,,7504,,5073,,,5/28/2009,,
1118,407,QUAD,-1,,7504,,5073,,,11/5/2009,,
1119,409,CLIM,-1,,7513,,3803,,,5/23/2009,,
1120,409,LEAP,-1,,7513,,3803,,,5/23/2009,,
1121,409,QUAD,-1,,7513,,3803,,,5/23/2009,,
1122,410,CLIM,-1,5,7561,,770,,6/9/2009,6/3/2009,,
1123,410,LEAP,-1,8,7561,,770,,6/9/2009,6/3/2009,,
1124,410,QUAD,-1,85,7561,,770,,6/9/2009,6/3/2009,,
1125,410,SUSP,-1,2,7561,,770,,,6/3/2009,,
1126,412,CLIM,-1,,7596,,2249,,6/12/2009,6/15/2009,,
1127,412,QUAD,-1,,7596,,2249,,6/12/2009,6/15/2009,,
1128,413,CLIM,-1,,7614,,4390,,,5/7/2009,,
1129,413,QUAD,-1,,7614,,4390,,,5/7/2009,,
1130,414,QUAD,-1,100,7619,,4451,,,6/3/2009,,
1131,415,QUAD,-1,,7664,,2607,,,6/3/2009,,
1132,416,CLIM,-1,,7692,very transitory,2759,,,5/31/2009,,
1133,416,QUAD,-1,,7692,nearly all,2759,,,5/31/2009,,
1134,417,CLIM,-1,18,7711,18 - 26 % of time in all forms of locomotion,2749,,,,,
1135,417,LEAP,-1,,7711,,2749,,8/28/2018,,,
1136,417,QUAD,-1,,7711,,2749,,8/28/2018,,,
1137,418,BIPE,-1,,7724,,5446,,,5/27/2009,,
1138,418,CLIM,-1,12,7724,12%,5446,,,5/27/2009,,
1139,418,LEAP,-1,6.4,7724,6.4%,5446,,,5/27/2009,,
1140,418,QUAD,-1,59.8,7724,59.8%,5446,,,5/27/2009,,
1141,418,CLIM,0,12,7725,12%,5447,,,5/27/2009,,
1142,418,LEAP,0,6.4,7725,6.4%,5447,,,5/27/2009,,
1143,418,QUAD,0,59.8,7725,59.8%,5447,,,5/27/2009,,
1144,419,QUAD,-1,,,,3925,,,,,
1145,420,QUAD,-1,,,,3945,,,,,
1146,421,QUAD,-1,,,,3921,,,,,
1147,422,CLIM,-1,,7845,,3982,,,,,
1148,422,LEAP,-1,,7845,,3982,,,,,
1149,422,QUAD,-1,,7845,,3982,,,,,
1150,423,QUAD,-1,,,,3483,,,,,
1151,424,QUAD,-1,,,,3933,,,,,
1152,425,QUAD,-1,,,,3941,,,,,
1153,426,QUAD,-1,,,,3929,,,,,
1154,427,QUAD,-1,,,,3937,,,,,
1155,428,BIPE,-1,1,7871,< 1%,4370,,,5/25/2009,,
1156,428,CLIM,-1,50,7871,< 50%,4370,,,5/25/2009,,
1157,428,QUAD,-1,50,7871,>50%,4370,,,5/25/2009,,
1158,429,CLIM,-1,,,,2122,,,6/15/2009,,
1159,429,QUAD,-1,,,,2122,,,6/15/2009,,
1160,430,CLIM,-1,,,,2110,,,6/16/2009,,
1161,430,QUAD,-1,,,,2110,,,6/16/2009,,
1162,432,CLIM,-1,,,,2106,,,6/15/2009,,
1163,432,QUAD,-1,,,,2106,,,6/15/2009,,
1164,433,CLIM,-1,,,,2118,,,6/15/2009,,
1165,433,QUAD,-1,,,,2118,,,6/15/2009,,
1166,434,CLIM,-1,,,,2114,,,6/15/2009,,
1167,434,QUAD,-1,,,,2114,,,6/15/2009,,
1168,435,QUAD,-1,,7934,,2543,,,5/19/2009,,
1169,436,LEAP,-1,6.7,7975,,3523,,,,,
1170,436,QUAD,-1,93.3,7975,,3523,,,,,
1171,437,LEAP,-1,,,,3519,,,,,
1172,437,QUAD,-1,,,,3519,,,,,
1173,438,BIPE,-1,1,8035,< 1,878,,,,,
1174,438,CLIM,-1,4,8035,,878,,,,,
1175,438,LEAP,-1,2,8035,,878,,,,,
1176,438,QUAD,-1,93,8035,,878,,,,,
1177,438,VERT,-1,1,8035,,878,,,,,
1178,439,BIPE,-1,,8064,,333,,,,,
1179,439,CLIM,-1,,8064,,333,,,,,
1180,439,LEAP,-1,,8064,,333,,,,,
1181,439,QUAD,-1,,8064,,333,,,,,
1182,439,VERT,-1,,8064,,333,,,,,
1183,440,BIPE,-1,1,8088,Less than 1% (usually when carrying food in hands),3580,,,,,
1184,440,CLIM,-1,16,8088,16%,3580,,,,,
1185,440,LEAP,-1,7,8088,7%,3580,,,,,
1186,440,QUAD,-1,75,8088,75% (both on the ground and horizontal branches),3580,,,,,
1187,440,CLIM,-1,16,8097,16%,3581,,,,,
1188,440,QUAD,-1,75,8097,75% (both on the ground and horizontal branches),3581,,,,,
1189,440,SUSP,-1,1,8088,Less than 1%,3581,,,,,
1190,440,CLIM,-1,,8129,,5550,,,,,
1191,440,QUAD,-1,,8129,,5550,,,,,
1192,442,QUAD,-1,,,,5786,,,6/17/2009,,
1193,445,CLIM,-1,,30684,,2506,,10/2/2018,,,
1194,445,LEAP,-1,,30684,,2506,,10/2/2018,,,
1195,445,QUAD,-1,,30684,,2506,,10/2/2018,,,
1196,446,CLIM,-1,,25827,,6118,,10/2/2018,7/4/2009,,
1197,446,LEAP,-1,,25827,,6118,,10/2/2018,7/4/2009,,
1198,446,QUAD,-1,,25827,,6118,,10/2/2018,7/4/2009,,
1199,447,CLIM,-1,,25491,,6122,,10/2/2018,6/28/2009,,
1200,447,LEAP,-1,,25491,,6122,,10/2/2018,6/28/2009,,
1201,447,QUAD,-1,,25491,,6122,,10/2/2018,6/28/2009,,
1202,448,CLIM,-1,,8300,,4356,,,6/8/2009,,
1203,448,LEAP,-1,,8300,,4356,,,6/8/2009,,
1204,448,QUAD,-1,,8300,,4356,,,6/8/2009,,
1205,448,CLIM,-1,,8307,,4357,,,6/8/2009,,
1206,448,LEAP,-1,,8307,,4357,,,6/8/2009,,
1207,448,QUAD,-1,,8307,,4357,,,6/8/2009,,
1208,448,QUAD,-1,,8305,,4358,,,6/8/2009,,
1209,449,QUAD,-1,,8330,,4363,,,6/8/2009,,
1214,451,BIPE,-1,,8427,rare,4460,,,5/18/2009,,
1215,451,BRAC,-1,,8427,rare,4460,,,5/15/2009,,
1216,451,CLIM,-1,,8427,,4460,,,5/15/2009,,
1217,451,LEAP,-1,,8427,,4460,,,5/15/2009,,
1218,451,QUAD,-1,,8427,,4460,,,5/15/2009,,
1219,451,SUSP,-1,,8427,rare,4460,,,5/15/2009,,
1220,452,BIPE,-1,,8453,very rarely,5108,,,5/29/2009,,
1221,452,CLIM,-1,0.7,8454,,5108,,,5/29/2009,,
1222,452,LEAP,-1,0.5,8454,,5108,,,5/29/2009,,
1223,452,QUAD,-1,97,8454,,5108,,,5/29/2009,,
1224,452,SUSP,-1,,8435,"Negligible, during play",5108,,,5/29/2009,,
1225,453,BIPE,-1,,8556,,1359,,,5/7/2009,,
1226,453,CLIM,-1,,8556,,1359,,,5/7/2009,,
1227,453,QUAD,-1,,8555,,1359,,,5/7/2009,,
1228,454,BIPE,-1,,8585,,1367,,,5/7/2009,,
1229,454,CLIM,-1,,8585,,1367,,,5/7/2009,,
1230,454,QUAD,-1,,8585,,1367,,,5/7/2009,,
1231,454,BIPE,0,,8598,,1368,,,5/7/2009,,
1232,454,CLIM,0,,8598,,1368,,,5/7/2009,,
1233,454,QUAD,0,,8598,,1368,,,5/7/2009,,
1234,455,CLIM,-1,,8622,,4755,,,5/28/2009,,
1235,455,LEAP,-1,,8622,,4755,,,5/28/2009,,
1236,455,QUAD,-1,,8622,,4755,,,5/28/2009,,
1239,457,CLIM,-1,5,21601,approximately,4444,,6/1/2009,6/1/2009,,
1240,457,QUAD,-1,95,21601,approximately,4444,,6/1/2009,6/1/2009,,
1243,459,BIPE,-1,14,8845,"14-30% (unlike in humans, bipedalism in geladas involves shuffling along the ground while in a sitting position; used to cover short distances, primarily while foraging)",2921,,,,,
1244,459,CLIM,-1,,8846,occasional,2921,,,,,
1245,459,QUAD,-1,,8847,primary form of movement,2921,,,,,
1246,460,BIPE,-1,,8874,sometimes primarily while foraging,2925,,,,,
1247,460,CLIM,-1,,8874,occasional,2925,,,,,
1248,460,QUAD,-1,,8874,primary form of movement,2925,,,,,
1249,461,CLIM,-1,12.5,8895,,2300,,,5/8/2009,,
1250,461,LEAP,-1,1.02,8895,,2300,,,5/8/2009,,
1251,461,QUAD,-1,86.4,8895,,2300,,,5/8/2009,,
1252,461,CLIM,-1,12.5,8895,,2374,,,5/8/2009,,
1253,461,LEAP,-1,1.02,8895,,2374,,,5/8/2009,,
1254,461,QUAD,-1,86.4,8895,,2374,,,5/8/2009,,
1255,462,QUAD,-1,,8951,Majority,3455,,,5/31/2009,,
1256,463,QUAD,-1,,8997,,5082,,,6/6/2009,,
1257,464,CLIM,-1,,9038,,21,,,5/31/2009,,
1258,464,LEAP,-1,,9038,,21,,,5/31/2009,,
1259,464,QUAD,-1,,9038,,21,,,5/31/2009,,
1260,465,QUAD,-1,,9060,,4307,,,6/8/2009,,
1261,466,CLIM,-1,,9087,,2304,,,5/13/2009,,
1262,466,QUAD,-1,,9087,,2304,,,5/13/2009,,
1263,467,CLIM,-1,,9110,,5077,,,6/5/2009,,
1264,467,LEAP,-1,,9110,,5077,,,6/5/2009,,
1265,467,QUAD,-1,,9110,,5077,,,6/5/2009,,
1266,468,CLIM,-1,,9126,,2527,,,,,
1267,468,LEAP,-1,,9126,,2527,,,,,
1268,468,QUAD,-1,,9126,,2527,,,,,
1269,468,QUAD,-1,,9118,,2528,,,,,
1270,469,CLIM,-1,,9162,,1956,,,6/16/2009,,
1271,469,LEAP,-1,,9162,,1956,,,6/16/2009,,
1272,469,QUAD,-1,,9162,,1956,,,6/16/2009,,
1273,469,VERT,-1,,9162,,1956,,,6/16/2009,,
1279,470,CLIM,-1,4,,,5179,,,5/30/2009,,
1280,470,QUAD,-1,4,,,5179,,,5/30/2009,,
1281,470,VERT,-1,,,,5179,,,5/30/2009,,
1283,473,QUAD,-1,,,,368,,,6/1/2009,,
1284,481,CLIM,-1,14.3,9526,,2366,,,5/18/2009,,
1285,481,LEAP,-1,14.5,9526,,2366,,,5/18/2009,,
1286,481,QUAD,-1,71.2,9526,,2366,,,5/18/2009,,
1287,482,LEAP,-1,,9565,,2531,,,5/26/2009,,
