MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
384,,856,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,petaurista,buettikoferi,Jentink,1886,Cercopithecus petaurista buettikoferi
385,913,857,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,erythrogaster,erythrogaster,Gray,1866,Cercopithecus erythrogaster erythrogaster
386,926,386,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,sclateri,,Pocock,1904,Cercopithecus sclateri
387,914,858,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,erythrotis,erythrotis,Waterhouse,1838,Cercopithecus erythrotis erythrotis
388,,858,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,erythrotis,camerunensis,Hayman,1940,Cercopithecus erythrotis camerunensis
389,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,signatus,specimens,Jentink,1886,Cercopithecus signatus specimens
390,908,859,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,cephus,cephus,Linnaeus,1758,Cercopithecus cephus cephus
391,,859,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,cephus,cephodes,Pocock,1907,Cercopithecus cephus cephodes
392,906,860,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,ascanius,Audebert,1799,Cercopithecus ascanius ascanius
393,,860,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,atrinasus,Machado,1965,Cercopithecus ascanius atrinasus
394,,860,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,whitesidei,Thomas,1909,Cercopithecus ascanius whitesidei
395,,860,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,katangae,Lönnberg,1919,Cercopithecus ascanius katangae
396,,860,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,schmidti,Matschie,1892,Cercopithecus ascanius schmidti
397,916,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,lhoesti,lhoesti,,Sclater,1899,Cercopithecus lhoesti 
398,923,904,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,lhoesti,preussi,preussi,Matschie,1898,Cercopithecus preussi preussi
399,,904,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,lhoesti,preussi,insularis,Thomas,1910,Cercopithecus preussi insularis
400,927,400,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,lhoesti,solatus,,Harrison,1988,Cercopithecus solatus
401,915,854,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,hamlyni,hamlyni,hamlyni,Pocock,1907,Cercopithecus hamlyni hamlyni
402,,854,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,hamlyni,hamlyni,kahuziensis,Colyn & Rahm,1987,Cercopithecus hamlyni kahuziensis
403,919,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,neglectus,neglectus,,Schlegel,1876,Cercopithecus neglectus 
405,889,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sylvanus,sylvanus,,Linnaeus,1758,Macaca sylvanus 
406,882,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,nemestrina,,Linnaeus,1766,Macaca nemestrina
407,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,leonina,,Blyth,1863,Macaca leonina
409,887,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,silenus,,Linnaeus,1758,Macaca silenus 
410,,861,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,pagensis,,Miller,1903,Macaca pagensis
412,880,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,maura,,Schinz,1825,Macaca maura 
413,885,862,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,ochreata,ochreata,Ogilby,1841,Macaca ochreata ochreata
414,891,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,tonkeana,,Meyer,1899,Macaca tonkeana 
415,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,hecki,,Matschie,1901,Macaca hecki 
416,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,nigrescens,,Temminck,1849,Macaca nigrescens 
417,883,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,nigra,,Desmarest,1822,Macaca nigra 
418,877,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,fascicularis,Raffles,1821,Macaca fascicularis fascicularis
419,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,aureus,É. Geoffroy,1831,Macaca fascicularis aureus
420,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,umbrosus,Miller,1902,Macaca fascicularis umbrosus
421,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,atriceps,Kloss,1919,Macaca fascicularis atriceps
422,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,condorensis,Kloss,1926,Macaca fascicularis condorensis
423,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,fuscus,Miller,1903,Macaca fascicularis fuscus
424,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,lasiae,Lyon,1916,Macaca fascicularis lasiae
425,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,tua,Kellogg,1944,Macaca fascicularis tua
426,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,karimondjawae,Sody,1949,Macaca fascicularis karimondjawae
427,,902,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,philippensis,I. Geoffroy,1843,Macaca fascicularis philippensis
428,873,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,arctoides,,I. Geoffroy,1830,Macaca arctoides
429,881,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,mulatta,Zimmermann,1780,Macaca mulatta mulatta
430,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,villosa,True,1894,Macaca mulatta villosa
431,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,vestita,Milne-Edwards,1892,Macaca mulatta vestita
432,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,lasiota,Gray,1868,Macaca mulatta lasiota
433,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,sanctijohannis,Swinhoe,1867,Macaca mulatta sanctijohannis
434,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,brevicauda,Elliot,1913,Macaca mulatta brevicauda
435,876,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,cyclopis,,Swinhoe,1863,Macaca cyclopis
436,878,810,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,fuscata,fuscata,Blyth,1875,Macaca fuscata fuscata
437,,810,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,fuscata,yakui,Kuroda,1941,Macaca fuscata yakui
438,888,811,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,sinica,sinica,Linnaeus,1771,Macaca sinica sinica
439,,811,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,sinica,aurifrons,Pocock,1931,Macaca sinica aurifrons
440,886,836,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,radiata,radiata,É. Geoffroy,1812,Macaca radiata radiata
442,874,813,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,assamensis,assamensis,McClelland,1840,Macaca assamensis assamensis
443,,813,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,assamensis,pelops,Hodgson,1841,Macaca assamensis pelops
444,890,814,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,thibetana,thibetana,Milne-Edwards,1870,Macaca thibetana thibetana
445,900,1110,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,albigena,,Gray,1850,Lophocebus albigena
446,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,osmani,,Groves,1978,Lophocebus osmani
447,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,johnstoni,,Lydekker,1900,Lophocebus johnstoni
557,943,1325,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,femoralis,femoralis,femoralis,Martin,1838,Presbytis femoralis femoralis
558,,1325,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,femoralis,femoralis,robinsoni,Thomas,1910,Presbytis femoralis robinsoni
559,,1325,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,femoralis,femoralis,percura,Lyon,1908,Presbytis femoralis percura
560,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,femoralis,natunae,,Thomas & Hartert,1894,Presbytis natunae
561,,1102,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,chrysomelas,femoralis,chrysomelas,Müller,1838,Presbytis femoralis chrysomelas
562,,1102,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,chrysomelas,femoralis,cruciger,Thomas,1892,Presbytis femoralis cruciger
564,,874,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,siamensis,siamensis,Müller & Schlegel,1841,Presbytis siamensis siamensis
565,,874,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,siamensis,rhionis,Miller,1903,Presbytis siamensis rhionis
762,,1092,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,vanzolinii,,Hershkovitz,1987,Pithecia vanzolinii
763,,903,1,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,napensis,,Lönnberg,1938,Pithecia napensis
764,,1102,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,femoralis,batuana,Miller,1903,Presbytis femoralis batuana
765,,1103,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,melalophos,nobilis,Gray,1842,Presbytis melalophos nobilis
767,,789,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,boliviensis,jaburuensis,Lönnberg,1940,Saimiri boliviensis jaburuensis
768,,789,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,boliviensis,pluvialis,Lönnberg,1940,Saimiri boliviensis pluvialis
769,,513,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,entellus,achates,Pocock,1928,Semnopithecus entellus achates
770,,513,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,entellus,anchises,Blyth,1844,Semnopithecus entellus anchises
772,,1196,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,priam,thersites,Blyth,1848,Semnopithecus priam thersites
773,,899,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Symphalangus,,,syndactylus,continentis,Thomas,1908,Symphalangus syndactylus continentis
774,,882,0,0,0,1,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,bancanus,natunensis,Chasen,1940,Tarsius bancanus natunensis
775,,883,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,syrichta,carbonarius,Heude,1899,Tarsius syrichta carbonarius
776,,883,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,syrichta,fraterculus,Miller,1910,Tarsius syrichta fraterculus
777,,848,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,auratus,pyrrhus,Horsfield,1823,Trachypithecus auratus pyrrhus
778,,850,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,barbei,argenteus,Kloss,1919,Trachypithecus barbei argenteus
779,,850,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,barbei,holotephreus,Anderson,1879,Trachypithecus barbei holotephreus
780,,838,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,obscurus,corax,Pocock,1935,Trachypithecus obscurus corax
782,,838,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,obscurus,smithi,Kloss,1916,Trachypithecus obscurus smithi
783,,910,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,villosus,margarita,Elliot,1909,Trachypithecus villosus margarita
784,,910,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,villosus,villosus,Griffith,1821,Trachypithecus villosus villosus
786,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,azarae,,Humboldt,1812,Aotus azarae
787,867,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,,Kuhl,1820,Ateles geoffroyi
789,841,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,boliviensis,boliviensis,,I. Geoffroy and Blainville,1834,Saimiri boliviensis
790,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,hybridus,,I. Geoffroy,1829,Ateles hybridus 
792,858,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,coibensis,,Thomas,1902,Alouatta coibensis 
793,843,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,sciureus,,Linnaeus,1758,Saimiri sciureus
795,809,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,imperator,,Goeldi,1907,Saguinus imperator 
796,811,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,labiatus,,Humboldt,1812,Saguinus labiatus
797,814,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,mystax,,Spix,1823,Saguinus mystax 
798,807,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,,Spix,1823,Saguinus fuscicollis
799,930,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,angolensis,,Sclater,1860,Colobus angolensis 
801,866,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,fusciceps,,Gray,1866,Ateles fusciceps 
802,,0,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,cana,,É. Geoffroy,1812,Lagothrix cana
803,815,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,nigricollis,,Spix,1823,Saguinus nigricollis 
804,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,bicolor,martinsi,,Thomas,1912,Saguinus martinsi
806,895,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Theropithecus,,,gelada,,Rüppell,1835,Theropithecus gelada
807,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Cercocebus,,,atys,,Audebert,1797,Cercocebus atys
1324,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,potenziani,,Bonaparte,1856,Presbytis potenziani
1325,,,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,femoralis,,Martin,1838,Presbytis femoralis
1326,,613,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hoolock,,,hoolock,mishmiensis,Anwaruddin Choudhury,2013,Hoolock hoolock mishmiensis
1327,,613,0,0,0,0,Hominoidea F,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hoolock,,,hoolock,hoolock,Harlan,1831,Hoolock hoolock hoolock
1328,,1057,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,vetulus,harti,Deraniyagala,1955,Semnopithecus vetulus harti
1329,,1057,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,vetulus,vetulus Galanthus color morph,,,Semnopithecus vetulus vetulus Galanthus color morph
1330,,,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,,olivaceus,,Schomburgk,1848,Cebus olivaceus
1331,,,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,flavicauda,,Humboldt,1812,Lagothrix flavicauda
1332,,,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,ursulus,,Hoffmansegg,1807,Saguinus ursulus
1333,,,0,1,1,0,Lorisoidea,Prosimii/Strepsirrhini,Lorisiformes,Galagidae,,,Paragalagoides,,,cocos,,"Masters JC, Génin F, Couette S, Colin P. Groves CP, Nash SD, Delpero M,  Pozzi L",2017,Paragalagoides cocos
1334,,,0,1,1,0,Lorisoidea,Prosimii/Strepsirrhini,Lorisiformes,Galagidae,,,Paragalagoides,,,zanzibaricus,,"Masters JC, Génin F, Couette S, Colin P. Groves CP, Nash SD, Delpero M,  Pozzi L",2017,Paragalagoides zanzibaricus
1335,,,0,1,1,0,Lorisoidea,Prosimii/Strepsirrhini,Lorisiformes,Galagidae,,,Paragalagoides,,,granti,,"Masters JC, Génin F, Couette S, Colin P. Groves CP, Nash SD, Delpero M,  Pozzi L",2017,Paragalagoides granti
1336,,,0,1,1,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,,,Pithecia,,,napensis,,Lonnberg,1938,Pithecia napensis
1337,,,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,,,Pithecia,,,milleri,Suppressed,J.A. Allen,1914,Pithecia milleri Suppressed
1338,,,0,1,0,1,Ceboidea,Haplorrhini/Anthropoidea,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,rylandsi,,Marsh et al.,2014,Pithecia rylandsi
1339,,,0,1,0,1,Ceboidea,Haplorrhini/Anthropoidea,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,chrysocephala,,I. Geoffroy St.-Hilaire,1850,Pithecia chrysocephala
1340,,1214,1,0,0,0,Ceboidea, Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,apella,margaritae, Hollister,1914,Sapajus apella margaritae
1341,,1214,1,0,0,0,Ceboidea, Anthropoidea/Haplorrhini,Platyrrhini, Cebidae,Cebinae,,Sapajus,,,apella,magraritae,Hollister,1914,Sapajus apella magraritae
1342,,,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,,miltoni,,"Dalponte, JC, Silva, FE, Silva-Junior, JS",2014,Callicebus miltoni
1343,,,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,apella,margaritae, Hollister,1914,Sapajus apella margaritae
1344,,,0,0,1,0,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lepilemuridae,,,Lepilemur,,,species unidentified,,,,Lepilemur species unidentified
1345,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Macaca,,,leucogenys,,"C Li, C Zhao, and P-F Fan",2015,Macaca leucogenys
448,,835,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,aterrimus,aterrimus,Oudemans,1890,Lophocebus aterrimus aterrimus
449,,835,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,aterrimus,opdenboschi,Schouteden,1944,Lophocebus aterrimus opdenboschi
